,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,treatment,y,true_ite
0,-1.9042494,-0.29545277,0.24946144,5.8151155,2.5110962,-2.7926664,-1.0260198,1.6708248,4.9089613,2.077141,1.0,1.0,0.49999386
1,7.0228868,-3.529255,-3.3113694,-7.325015,-4.481658,-3.161529,3.2593687,4.046212,2.8751235,8.3279085,0.0,0.0,0.95245075
2,-4.9012074,7.055455,0.31090486,0.41068625,-1.8275194,5.7384324,2.0053117,3.279442,3.643961,4.9738274,1.0,1.0,0.95245075
3,-6.3996334,-0.815524,1.568713,2.18476,-3.212778,3.1842055,-0.6508046,3.0414524,4.1220207,7.0492873,0.0,0.0,0.49999386
4,-1.998128,1.5810294,0.1413093,1.9011909,-5.506624,0.5838059,1.3785671,5.379643,-1.8446699,1.5232711,0.0,0.0,0.49999386
5,9.245476,-3.1704397,5.079051,0.07312417,0.39860576,-0.5470202,-0.7824476,1.2601709,-2.5814247,3.648437,1.0,1.0,0.95245075
6,3.527597,5.3707776,7.012897,9.393162,-4.311094,-4.521359,-0.42607224,-9.664339,5.485199,0.93115693,1.0,1.0,0.95245075
7,6.623514,-2.586277,-2.3237193,2.9016612,0.32796013,12.497884,6.689331,2.8527231,2.844613,-4.264719,1.0,0.0,0.95245075
8,2.951347,3.354505,10.44456,-5.094802,2.7917228,-10.977487,2.7018847,-3.324267,10.8522005,3.8587885,1.0,1.0,0.95245075
9,-1.4264686,-0.9377494,-3.3869581,3.9554253,-1.70256,3.6589706,-4.0493975,-5.1415663,-3.2944608,-3.9164314,1.0,1.0,0.95245075
10,-7.6732707,2.963081,-4.5835276,2.058751,-2.4704866,2.9324183,-0.73604125,2.9226415,1.915189,-0.8356097,1.0,0.0,0.49999386
11,2.31243,-6.5351486,-3.6890473,-1.6051393,-5.1965747,-3.3478055,-1.581821,-4.4753304,11.594803,9.4738865,0.0,0.0,0.95245075
12,-1.071881,-1.5290802,-0.2598194,-0.5129652,-5.470268,5.3956504,6.83653,-5.6988173,2.8078809,5.065869,0.0,0.0,0.95245075
13,1.3147871,-1.0086707,1.0599173,2.207259,-3.3458755,-0.45448488,-2.6616235,1.3455164,0.56882477,-2.416975,0.0,0.0,0.49999386
14,-1.4525982,4.0774803,-4.0114193,3.4123,1.2143221,0.5189954,3.442645,0.25860164,-0.91563946,-5.488255,0.0,0.0,0.49999386
15,6.6039243,1.7573047,7.1073236,1.009996,6.273583,-3.3718562,5.231397,4.622257,7.6447973,2.0408964,1.0,1.0,0.95245075
16,2.3221574,5.211657,-1.1481776,12.881906,-2.5824564,3.8787723,0.41886485,4.7982883,10.216352,-5.166754,0.0,0.0,0.95245075
17,3.5458667,2.4056933,-6.801879,-1.6717737,-3.1807914,-2.2478576,0.627364,-0.203551,-1.1860089,1.7588174,0.0,0.0,0.49999386
18,0.5577524,-0.78969294,3.4404867,-3.5315247,-0.496679,4.1274157,-1.0955886,2.3852956,0.92612636,0.6888015,0.0,0.0,0.49999386
19,2.7561884,8.411417,-2.1461577,-5.9372225,-5.245461,1.6516514,-2.7995007,-12.685671,-5.6913605,3.3525243,1.0,1.0,0.95245075
20,6.5370708,2.1606908,14.587341,8.908667,5.147201,0.6760733,10.267597,-0.2147944,-4.590088,3.087133,1.0,1.0,0.95245075
21,3.698448,0.033210278,8.182186,-8.101396,4.6286497,-3.0205975,0.5800591,-0.4705242,3.6317835,0.9901601,1.0,1.0,0.95245075
22,4.093052,6.9765077,0.89844215,6.4631844,-8.507102,4.7184606,6.188717,-3.858522,0.5555159,1.7282829,1.0,1.0,0.95245075
23,4.30705,4.001897,-0.52180237,-0.5312749,-0.9877813,-0.30332667,-0.28135043,-1.988816,1.1452641,1.7993342,0.0,0.0,0.49999386
24,5.674821,7.4520936,-4.338354,-0.58839774,1.916461,0.90926933,-4.232722,-6.7243495,3.010078,2.1658854,0.0,0.0,0.49999386
25,1.5726582,1.9007875,3.665505,1.8259567,0.3048773,-8.587795,0.69731265,1.7747244,1.2958066,2.7618341,0.0,0.0,0.49999386
26,5.687895,-2.967747,-1.9110593,0.48467314,1.4789596,-0.88483226,-1.1101236,3.2892861,0.5594531,0.337381,0.0,0.0,0.49999386
27,8.474759,8.258153,7.0731025,-6.95327,-3.6227322,3.2352285,5.87964,-0.6525823,2.126842,0.6604671,1.0,1.0,0.95245075
28,-6.351536,-2.2623875,1.4566472,-3.0854065,1.2808561,0.8970493,1.6079682,3.7092113,0.9997127,-3.3663526,0.0,0.0,0.49999386
29,1.4647118,-0.51324165,3.693986,4.3403454,-4.1835537,0.8730599,2.8577886,-1.6448479,-2.0422933,-2.806395,0.0,0.0,0.49999386
30,-6.7469244,-8.53367,-1.5246694,3.185628,5.8790965,-4.6628885,4.145033,3.9639053,0.786872,0.47513878,1.0,1.0,0.95245075
31,2.5488315,1.154597,3.323867,-2.371499,4.777834,-6.165859,5.5830855,-1.2176702,-2.675191,-2.1259499,1.0,0.0,0.95245075
32,-3.6271152,3.02052,1.26341,-5.90695,0.8094397,1.5492318,-9.097244,0.27926815,0.7803911,-0.51037085,1.0,1.0,0.95245075
