,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,treatment,y,true_ite
0,-0.26102647,-5.4482765,2.4010541,-3.2792692,-2.931644,-0.7941593,-3.4072316,0.35375118,2.5430834,-0.5670188,0.0,0.0,0.49999386
1,0.18394709,0.6362431,-2.864012,-2.877625,2.634781,0.7268554,-1.1005051,-3.191657,-5.7768846,4.010257,0.0,0.0,0.49999386
2,2.1654663,4.1295614,-3.9729645,-0.11632837,2.9371321,-1.8726671,1.5993476,-1.9088566,0.24790657,1.7076627,1.0,1.0,0.49999386
3,4.9858384,1.4466168,-3.2082348,3.4425583,-0.056046367,1.2430662,2.1003108,-3.4867587,-4.8484,12.892152,1.0,1.0,0.95245075
4,5.550318,-1.8295908,-9.452342,9.176216,10.591493,-0.99675214,5.606431,1.7709758,-16.219625,-3.90942,1.0,1.0,0.95245075
5,3.696664,1.5196753,-2.9482443,-0.15395129,0.6209401,0.8614442,-1.8302262,-0.7208298,2.0923188,0.17665938,0.0,0.0,0.49999386
6,2.8759089,0.49065876,0.5117367,5.1253686,-0.31245807,0.84622,-2.4441419,-2.8741486,-4.0951047,-1.4012548,0.0,0.0,0.49999386
7,15.137133,-3.3694048,4.3533792,-0.65533006,0.3765921,2.6781635,3.732279,3.7065783,0.054185867,2.0424657,1.0,1.0,0.95245075
8,-4.332282,1.7582071,-0.4582377,-3.9974403,-1.5554829,2.3457627,-3.9423819,-6.629578,1.9054073,-1.4868091,0.0,0.0,0.49999386
9,0.6566295,-2.9394488,-1.7251122,1.7466078,2.1275525,2.5105147,-5.088299,1.4034361,2.1021948,2.182588,0.0,0.0,0.49999386
10,-1.107962,3.4913042,-3.0432081,1.2283678,1.5847228,-7.0639644,-1.0901451,-3.0734982,4.021719,3.3550644,0.0,0.0,0.49999386
11,0.62149084,5.16459,1.294564,2.0481772,3.2018461,1.6140714,-5.898113,-2.5940633,1.8829712,-1.7341866,0.0,0.0,0.49999386
12,2.2949839,-1.8378099,3.413217,0.76333666,2.1686604,-3.2381454,-3.2810519,3.9394019,-0.51256526,-3.185833,0.0,0.0,0.49999386
13,-0.25624257,8.103776,0.7969982,-4.7379007,-0.7649772,0.7570194,2.65161,-2.1454518,-1.1397179,-4.6687865,0.0,0.0,0.49999386
14,0.03979689,6.0920897,-0.65861154,1.6088268,-0.85134876,4.3163877,7.791833,4.367697,-0.16264367,-0.6311194,1.0,1.0,0.95245075
15,-8.663782,-1.2707746,0.28236395,-0.23946679,-3.9418678,2.7264662,5.0259976,8.318648,5.3401155,7.912296,1.0,1.0,0.95245075
16,-2.790124,-5.5203204,-1.7659085,-2.1695504,-0.6253026,5.650487,4.2371736,4.2924128,3.5905175,0.21242099,1.0,1.0,0.49999386
17,1.0685018,3.0272284,-5.105526,1.1124306,-2.0345676,1.4187381,5.530143,3.7148345,3.4248025,-3.1684465,1.0,1.0,0.95245075
18,-5.0973163,1.0357095,1.4847317,-7.6871567,5.741398,1.1019983,2.9617512,2.651966,2.3869348,3.429068,0.0,0.0,0.49999386
19,1.2576452,-3.6291428,1.3206556,5.1925974,-4.11575,0.57326525,1.8384801,0.1782105,-2.821929,6.1249313,0.0,0.0,0.49999386
20,2.8614345,-2.5950575,-2.179523,-0.558527,-2.1227565,1.0372672,1.1425321,-1.2377546,3.39878,3.8734612,0.0,0.0,0.49999386
21,4.9410095,-3.3919735,12.357819,2.3898606,8.839327,-4.7093315,9.721954,-7.0732145,5.5182843,5.600805,1.0,1.0,0.95245075
22,-7.900691,-1.0008197,-3.7997022,-0.51245284,2.4229193,4.1504536,2.1944695,-3.6008234,-7.613662,-6.587764,0.0,0.0,0.95245075
23,1.4369271,8.745426,-4.2626886,5.0969434,0.37468582,0.5884024,-7.203247,-0.9845333,-0.7284186,-9.312593,1.0,1.0,0.95245075
24,4.7210493,-1.0817347,3.513926,14.766638,1.1572242,3.5078583,2.3121953,-5.17041,5.5255013,-3.2720432,1.0,1.0,0.95245075
25,-0.2580502,-1.4364815,0.5791949,-1.6429391,-0.027463555,-2.4971743,-1.303746,-0.47378802,9.919479,4.168376,1.0,1.0,0.95245075
26,0.8291811,-0.39104873,-0.084131226,2.026824,-0.24762782,1.6863781,4.648077,-1.5278783,-5.3285737,0.6936315,0.0,0.0,0.49999386
27,4.324313,4.4040046,6.8114395,-0.11491847,8.153386,5.3339653,-12.037352,-0.60469437,1.259534,1.3752942,1.0,0.0,0.95245075
28,7.5778284,1.3323356,8.479795,5.3752027,-3.0783768,0.26145303,2.8423152,-3.407238,6.6248403,1.721113,1.0,1.0,0.95245075
29,6.4461427,2.2058208,4.5703487,-1.097259,-0.14403617,13.124104,3.8697195,-9.968061,4.7942934,-4.3714604,1.0,0.0,0.95245075
30,0.9978327,7.5837507,-2.4346051,2.4556265,0.20070662,3.0973692,-3.5888047,-0.7480518,1.2233636,3.844449,0.0,0.0,0.49999386
31,7.3361397,-0.9281425,-0.15267101,2.4981885,-0.17877743,-7.597328,2.8855598,-2.8491259,-2.272809,-0.24892753,1.0,0.0,0.49999386
32,1.498223,4.189805,-2.3394217,0.28648046,0.16294497,3.021371,5.2548447,3.7871141,-0.4615113,-1.8813865,0.0,0.0,0.49999386
33,6.9534864,10.902621,5.9916325,0.7112384,-4.0729866,-1.6344705,10.672762,-0.6792513,-8.525148,-2.6143825,1.0,1.0,0.95245075
34,1.307962,-0.30467963,-1.302048,5.009345,1.6912483,2.6484478,-5.0824914,4.0083237,3.1223674,-5.4900885,1.0,1.0,0.95245075
35,-3.2915015,-7.505638,3.1286998,0.75012094,-4.3203745,2.0101135,0.18587792,-0.791137,0.3720652,3.1889772,1.0,1.0,0.95245075
36,1.3944565,1.7369467,6.580775,-0.6428596,0.07556836,2.1393948,-0.5738245,-5.335886,0.2028853,1.5244628,1.0,1.0,0.49999386
37,-5.157111,3.7784731,4.0885134,4.11057,2.0083117,0.7731304,1.8111429,-6.22063,3.3799887,-5.1133842,0.0,0.0,0.95245075
38,0.42004454,4.3241205,2.5257354,4.8747616,-5.8067365,2.759544,12.70406,7.9008393,0.46800852,-4.2647696,0.0,0.0,0.95245075
39,6.9578323,0.84589124,1.6069365,-3.7623677,3.1252303,-0.9574254,-4.209557,2.0521293,4.72784,0.17247275,0.0,0.0,0.49999386
40,-4.300194,-2.2347274,-1.30476,-4.6163893,-5.040784,2.2452369,-4.562537,-1.949867,-1.5362058,0.43331814,1.0,1.0,0.95245075
41,-2.441883,1.85657,5.603207,-3.172104,-4.797039,-5.1354637,-0.61809933,8.578564,5.566662,-5.983071,0.0,0.0,0.95245075
42,2.2955694,-4.378971,4.670312,1.0081729,-2.0857816,8.955262,-7.016403,-0.36353588,-2.5966315,-1.9253352,1.0,1.0,0.95245075
43,-0.22073317,-6.4162016,1.7887349,5.9479685,-7.39161,5.986667,-8.1226635,2.5678911,0.870599,0.031900167,1.0,1.0,0.95245075
44,-3.196188,0.27350226,-4.0152783,-0.1403491,1.2454439,-0.5918364,5.612017,1.3277915,0.704527,2.1203723,0.0,0.0,0.49999386
45,4.309962,-2.966627,0.32849938,0.5612104,3.303268,0.5654397,1.5475119,11.78939,-0.20040512,-5.243369,1.0,1.0,0.95245075
46,13.227649,-3.103191,4.187477,9.532709,2.7970862,2.3846183,7.1155915,-5.6273637,3.2838774,4.7760696,0.0,0.0,0.95245075
47,7.9905496,5.851154,10.00411,-5.558033,6.0781827,1.43747,-2.676044,3.0225916,-6.3611364,7.078339,1.0,1.0,0.95245075
