,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,treatment,y,true_ite
0,1.6815412,-0.4029395,-6.869467,4.091221,3.9707086,0.5714471,3.3821206,6.6952753,0.13092907,-1.5299045,0.0,0.0,0.49999386
1,7.186903,-0.8408117,8.983308,-0.8977127,-3.4601026,-4.17837,2.2422705,0.8756287,-1.526442,2.6650038,0.0,0.0,0.49999386
2,1.871934,1.5424576,-6.07494,-0.33206606,1.4053292,-3.1667955,-5.926469,-2.3803706,3.3129158,0.9709618,0.0,0.0,0.49999386
3,-0.491768,-3.716968,2.7473955,5.120432,1.6638601,2.1819055,4.5807476,-1.378372,-2.0921574,1.8893855,0.0,0.0,0.49999386
4,-5.1018305,0.46150124,-1.5780022,0.90759665,8.777739,8.137082,2.2586257,-3.9748263,1.165763,-2.9955008,1.0,1.0,0.95245075
5,-2.8152542,0.739668,-4.0345063,-1.1127508,5.8163548,2.975997,4.4849834,-4.9809284,6.4214725,3.4889922,1.0,1.0,0.95245075
6,2.088965,-2.1799388,-1.7786181,-1.3138986,-0.21538901,5.892686,1.155407,-6.162423,-7.8521757,-3.7258158,1.0,1.0,0.95245075
7,2.1776009,0.92637396,-2.961514,-0.37976384,0.929725,2.0386353,3.1923637,2.8192575,2.1384904,4.3387046,0.0,0.0,0.49999386
8,0.8675293,1.81426,0.72880363,2.302052,5.129671,9.010614,4.769318,4.960971,-9.149721,-0.35071325,1.0,1.0,0.95245075
9,5.745817,1.5443455,-0.14265348,-1.5053518,-1.0606515,2.082344,1.8362428,-0.25930083,-3.7000375,1.2036778,0.0,0.0,0.49999386
10,1.2126656,-1.2245665,-4.8856926,1.7422638,2.6588166,0.3923645,2.2786202,-0.5996994,0.4865594,-0.9714564,0.0,0.0,0.95245075
11,-0.2975633,-3.9300923,-5.298971,1.8510098,6.044713,-5.323615,5.259352,-2.5289261,2.5711706,2.6848018,0.0,0.0,0.95245075
12,1.8196802,-2.2972631,0.52087164,1.1064081,0.55789757,3.0037074,-1.5602942,3.226493,2.7492259,1.6976099,1.0,1.0,0.49999386
13,-4.1244326,3.8576152,-0.9370614,3.528975,4.697315,3.9734254,-3.214396,-1.7655706,-1.556231,1.1113052,0.0,0.0,0.49999386
14,-1.1481774,-3.3816748,-0.073719904,3.2106466,1.2697357,-4.31754,-5.4488907,1.7039087,-0.032605924,-2.0964942,0.0,0.0,0.49999386
15,-1.1700969,-2.0222511,6.0116253,-2.5368652,-3.0365,1.6232667,-3.8212538,-1.170445,7.1131983,3.326643,1.0,1.0,0.95245075
16,-3.6160278,0.078570664,1.7548423,-3.7961345,0.7223294,0.0127333645,-5.198758,0.3514667,2.7939584,-3.2889655,1.0,1.0,0.49999386
17,-3.593461,5.010618,-0.97491693,7.829612,-3.2750645,-1.5650506,5.4519386,5.6476507,-3.6559205,-1.3791108,0.0,0.0,0.95245075
18,-0.6894866,1.5231583,3.7597966,0.49805108,1.9182084,-5.070646,-2.209939,-0.23077016,0.4842828,0.36578664,0.0,0.0,0.49999386
19,0.6309623,5.237582,-1.1747794,2.844289,-1.9537969,-6.5520716,9.2924185,-1.7087045,6.4922915,7.56295,0.0,0.0,0.95245075
20,8.017569,-0.16103542,-3.0041428,-0.022923231,5.1851606,-1.5724814,1.712271,4.419336,5.6300526,-4.021992,1.0,1.0,0.95245075
21,-2.4379852,-7.000841,-3.8183317,-1.0633631,0.54096854,1.1616282,-4.6459746,-2.149069,-5.2965326,-1.243998,1.0,1.0,0.49999386
22,-1.155436,-7.951416,0.023248851,-2.1993544,7.706062,0.016741633,-7.9049406,-8.35487,-13.052266,8.171894,1.0,1.0,0.95245075
23,-2.8136497,-3.2976217,-5.6640387,0.36621147,2.9660108,-1.2322569,-3.5623107,0.6303817,-2.9470592,-3.9747472,0.0,0.0,0.49999386
24,-3.214047,-1.5205218,-0.57649213,3.0713606,-1.611229,-0.9975754,1.0359039,-3.1439505,1.7792907,4.2430143,0.0,0.0,0.49999386
25,-0.92785454,0.4852176,2.567799,-0.43646717,0.52739966,0.36805317,-2.5729198,4.190581,2.5027096,3.060625,1.0,1.0,0.49999386
26,0.712255,1.8953531,2.6156073,-0.29233643,2.955935,1.9583297,1.656173,-2.0381804,-0.5510282,3.8691497,1.0,1.0,0.49999386
27,1.6805402,0.5691594,0.79153395,1.5466508,5.1609554,1.9590473,-2.8561757,2.8108354,1.5196936,-2.054818,0.0,0.0,0.49999386
28,-0.87281704,-5.7051864,-2.0881488,-9.540045,-3.6390562,-6.415633,3.2783358,5.981356,2.5457366,1.3753606,1.0,1.0,0.95245075
29,1.6165098,4.647727,3.929541,-5.8545656,2.100279,-3.857049,-2.6134424,-2.0352132,-4.0484667,-3.2358563,0.0,0.0,0.49999386
30,5.5378795,0.8919461,0.81687546,5.086212,-2.7945147,-4.3428736,-4.2646646,-1.1355047,1.0001998,-5.3491135,0.0,0.0,0.49999386
31,4.2443447,-2.2766578,-2.6685627,-3.0797975,-0.58976424,-5.7310505,-5.5055943,3.9572175,3.4802206,0.35402468,0.0,0.0,0.49999386
32,-0.4109972,2.9743516,-0.8429416,-0.8732055,2.4293888,-1.6873045,-0.005823209,-3.533573,0.5700704,-0.5031371,0.0,0.0,0.49999386
33,5.792564,-1.3399355,-1.7281506,0.24699008,-2.003636,4.895234,-4.679643,0.59595585,-1.0473464,0.9076587,0.0,0.0,0.49999386
34,3.4045253,-0.5542652,-1.3487177,-2.60569,-4.4483166,-1.965129,0.2940181,-1.8655232,-4.598499,0.32076907,0.0,0.0,0.49999386
35,-0.3313775,0.6275146,1.9635875,-0.42825007,7.1326046,-0.20973098,0.54072523,12.221757,0.9072445,2.06819,1.0,1.0,0.95245075
36,1.1738425,-4.5185738,8.757715,3.9808404,3.3169646,2.6232738,2.1967106,-4.6894674,3.7479105,10.568895,1.0,1.0,0.95245075
37,3.472403,-0.46944988,-2.3204837,-5.282778,-2.8483,3.738884,-7.6894836,0.20198451,-1.7201389,0.4686571,0.0,0.0,0.49999386
38,10.305002,6.9483933,6.822934,-1.7925789,-0.87714195,5.1713614,-1.5446894,-5.1447573,3.7281456,0.5047805,1.0,1.0,0.95245075
39,-2.4397147,-0.98884356,-2.0376725,4.097277,-0.28280324,-1.5851415,2.863328,3.0634446,-0.23141971,1.6989145,0.0,0.0,0.49999386
40,-4.327587,-1.8693933,-3.9091992,-3.9768841,2.5056314,5.34463,5.501981,1.0501325,0.84197706,-2.0012908,0.0,0.0,0.49999386
41,4.107762,1.0127659,0.6112821,1.2528471,3.2403255,-4.2805037,6.2435803,1.9551758,-2.5070248,7.7888956,1.0,1.0,0.95245075
42,2.0197272,-2.6765265,2.9044232,-3.5021846,-5.907696,-1.9081423,4.247068,4.985114,0.43656868,-0.8772731,0.0,0.0,0.49999386
43,-7.0746403,2.9246836,4.855206,7.8083057,4.0495114,-1.2567306,1.4268897,-2.611019,6.237337,7.260293,1.0,1.0,0.95245075
44,-8.380654,8.574448,-4.4528,-1.7486446,-5.382584,2.6044426,-2.3809075,-4.1499624,2.0584164,7.061836,1.0,1.0,0.95245075
45,-6.1456814,8.003682,-3.143867,1.1076568,-1.6617641,-0.27534652,-4.0491114,3.9446306,1.7679716,5.348329,1.0,1.0,0.95245075
46,1.717566,5.409493,-0.5357499,0.3399549,-1.6170163,-0.003173232,3.713286,0.6851635,15.684048,11.515132,1.0,1.0,0.95245075
47,0.1717481,-0.7875575,1.77863,-0.45543468,2.9574094,-3.6254926,3.2366498,-5.153635,-5.0475454,-2.4239125,1.0,1.0,0.95245075
48,-3.511592,0.43810868,-1.1747081,4.966234,11.457901,3.5571637,-8.877585,0.69019556,6.466778,3.89264,0.0,0.0,0.95245075
49,0.23133963,0.74599195,0.5416719,2.4084957,8.331924,2.98787,2.8410015,4.683162,10.385193,5.4428487,1.0,1.0,0.95245075
50,-0.001306469,6.238926,1.9076157,-5.69315,-2.0230508,-0.10111514,2.3482141,-0.33606607,0.7337471,2.2749217,1.0,0.0,0.49999386
51,0.41653204,-3.8436208,-1.0312474,-0.8703326,0.048090324,-5.8479047,-0.7522156,-3.553278,-2.3953953,0.2795347,0.0,0.0,0.49999386
52,-5.209132,2.7230315,7.313327,1.784899,1.9849125,3.8867328,0.9151118,2.699751,1.7567773,-4.065356,0.0,0.0,0.95245075
53,6.1344576,6.8017673,4.510086,-1.1550794,2.6874218,-2.4492044,-3.1261187,2.7389257,-5.72929,3.9540966,1.0,1.0,0.95245075
54,-5.4358273,3.2720222,3.2596328,0.48072258,6.4309945,0.23962024,2.459828,-2.1587207,4.148879,-0.80116606,0.0,0.0,0.49999386
55,-2.6471741,0.83316374,-0.94051456,2.88514,-2.6221056,-0.67851424,-1.8051169,0.305769,2.1846538,1.210127,0.0,0.0,0.49999386
56,1.4819844,6.2812524,0.9075138,5.302649,-1.1632507,5.9064775,0.50494814,4.1541452,6.925836,2.4123533,1.0,1.0,0.95245075
57,3.0645504,-0.9218325,-0.06454927,2.8587866,-1.5285482,-3.0177636,3.0819411,-2.9237876,-0.42683572,-1.0875579,1.0,1.0,0.49999386
58,0.9684306,7.999263,-1.2631845,-2.9772935,-4.3455467,2.0577157,4.7710295,0.14387202,6.568984,-4.6545124,0.0,0.0,0.95245075
59,9.189822,-2.0139465,4.7215934,-4.8852553,5.713679,-4.164918,2.2640057,-0.10495019,4.192832,-6.0946484,0.0,0.0,0.95245075
60,0.6856228,0.034058332,-2.2538798,1.3464246,7.6336327,12.502472,-9.568748,-2.7013693,-0.9527447,4.4822083,1.0,1.0,0.95245075
61,-1.3969029,2.5374944,1.8061981,2.2962053,-3.1678033,1.050271,1.4902135,-4.1384025,1.0653492,1.3829863,0.0,0.0,0.49999386
